"","Date","Time","Language","Webpage","Num_Hits","Page_Size"
"1","20081104","110000","eu","Barack_Obama",2,20799
"2","20081104","080000","pl","Specjalna:Eksport/Barack_Obama",1,79214
"3","20081104","080000","pl","Specjalna:Export/Barack_Obama",1,951
"4","20081104","070000","commons.m","Barack_Obama",20,552411
"5","20081104","070000","en","President_Barack_Obama",1,38176
"6","20081104","060001","en","Family_of_Barack_Obama",918,39132991
"7","20081104","020000","fi","Kuva:Barack_Obama.jpg",4,34158
"8","20081104","020000","fi","Kuva:Barack_Obama_at_Las_Vegas_Presidential_Forum.jpg",1,9264
"9","20081104","020000","fi","Kuva:Barack_Obama_in_New_Hampshire.jpg",1,9693
"10","20081104","020000","fi","Kuva:Sen._Barack_Obama_smiles.jpg",1,8682
"11","20081104","020000","scn","Barack_Obama",1,6680
"12","20081104","190000","pl","Grafika:Barack_Obama.jpg",10,128873
"13","20081104","190000","pl","Grafika:Barack_Obama_and_Ted_Kennedy_in_Hartford,_February_4,_2008.jpg",8,92780
"14","20081104","190000","pl","Grafika:Barack_Obama_in_New_Hampshire.jpg",23,266857
"15","20081104","190000","pl","Grafika:Barack_Obama_signature.svg",11,102235
"16","20081104","180001","es.n","Detenidos_dos_neonazis_que_pretend%C3%ADan_matar_a_Barack_Obama",1,8501
"17","20081104","180001","fr.n","Nouvelles_victoires_pour_Barack_Obama_et_John_McCain_dans_les_primaires_am%C3%A9ricaines",1,31451
"18","20081104","180001","fr.n","Nouvelles_victoires_pour_Barack_Obama_et_John_McCain_dans_les_primaires_am%c3%a9ricaines",1,9790
"19","20081104","180001","fr.n","Pr%C3%A9sidentielle_am%C3%A9ricaine_:_Barack_Obama_toujours_en_t%C3%AAte_%C3%A0_une_semaine_du_scrutin",2,18208
"20","20081104","160000","is","Spjall:Barack_Obama",1,5500
"21","20081104","120001","en","Special:WhatLinksHere/Barack_Obama",3,21513
"22","20081104","120001","en","Special:WhatLinksHere/Barack_Obama_and_homosexuals",1,4829
"23","20081104","120001","en","Special:WhatLinksHere/Category:Barack_Obama",1,19001
"24","20081104","220000","nds","Barack_Obama",2,31702
"25","20081104","220000","pt","Imagem:Barack_Obama.jpg",19,207975
"26","20081104","030000","en","Template:Barack_Obama",1,7249
"27","20081104","150000","en","Arianna_Huffington_or_Barack_Obama",1,5982
"28","20081104","150000","lb","Barack_Obama",2,9309
"29","20081104","150000","lb","Diskussioun:Barack_Obama",1,5930
"30","20081104","230000","en.s","Special:Whatlinkshere/Floor_Statement_of_Senator_Barack_Obama_on_Ethics_Reform",1,1063
"31","20081104","230000","en.s","Special:Whatlinkshere/Floor_Statement_of_Senator_Barack_Obama_on_the_Habeas_Corpus_Amendment",1,1065
"32","20081104","230000","en","Image_talk:Barack_Obama.jpg",1,20725
"33","20081104","040000","commons.m","Image:Press_photographers_and_film_crews_at_Barack_Obama_rally,_February_4,_2008.jpg",1,10879
"34","20081104","040000","commons.m","Image:Press_tables_at_Barack_Obama_rally,_February_4,_2008.jpg",1,10834
"35","20081104","040000","commons.m","Image:Press_tables_at_Barack_Obama_rally_2,_February_4,_2008.jpg",1,10865
"36","20081104","040000","en","United_States_Senate_career_of_Barack_Obama",34,1718100
"37","20081104","110000","da","Barack_Obama",171,3540760
"38","20081104","110000","da","Billede:Barack_Obama.jpg",4,33731
"39","20081104","110000","en","Image:Barack_Obama.jpg",637,12299270
"40","20081104","110000","en","Image:Barack_Obama_08.svg",3,67069
"41","20081104","110000","en","Image:Barack_Obama_Sr_Jr.jpg",77,868105
"42","20081104","110000","en","Image:Barack_Obama_and_Ted_Kennedy_in_Hartford,_February_4,_2008.jpg",4,47176
"43","20081104","110000","en","Image:Barack_Obama_in_Berlin.jpg",11,95604
"44","20081104","110000","en","Image:Barack_Obama_in_New_Hampshire.jpg",3,31620
"45","20081104","110000","en","Image:Barack_Obama_signature.png",1,8602
"46","20081104","110000","en","Image:Barack_Obama_signature.svg",111,1680550
"47","20081104","080000","da","Barack_Obama",232,4787479
"48","20081104","080000","da","Billede:Barack_Obama.jpg",6,50598
"49","20081104","090000","eo","Barack_Obama",2,12254
"50","20081104","210000","he","%D7%AA%D7%9E%D7%95%D7%A0%D7%94:Barack_Obama.jpg",17,192240
"51","20081104","180001","es.q","Barack_Obama",7,68897
"52","20081104","170000","en","Image:En-Barack_Obama-article1.ogg",1,25030
"53","20081104","170000","es","Imagen:Barack_Obama.jpg",31,372855
"54","20081104","170000","es","Imagen:Barack_Obama_2008_Iraq_19.jpg",24,316571
"55","20081104","170000","es","Imagen:Barack_Obama_at_NH.jpg",11,134186
"56","20081104","170000","es","Imagen:Barack_Obama_in_Berlin.jpg",14,134331
"57","20081104","170000","es","Imagen:Barack_Obama_signature.svg",29,332426
"58","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama,_crowd_and_endorsers_at_Hartford_rally,_February_4,_2008.jpg",1,49555
"59","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama.jpg",5,81788
"60","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_and_supporters,_February_4,_2008.jpg",1,48565
"61","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_in_Onawa.jpg",1,31095
"62","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_signature.svg",2,45594
"63","20081104","170000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_with_Marian_Edwards_three_frame.jpg",1,48333
"64","20081104","120001","en","Special:WhatLinksHere/Image:Barack_Obama.jpg",3,92028
"65","20081104","120001","en","Special:WhatLinksHere/Image_talk:Barack_Obama.jpg",1,15863
"66","20081104","150000","en","en:Barack_Obama",1,983
"67","20081104","150000","fr.n","%C3%89lection_pr%C3%A9sidentielle_am%C3%A9ricaine_2008_:_Colin_Powell_donne_son_appui_%C3%A0_Barack_Obama",1,8996
"68","20081104","150000","fr.n","%C3%89tats-Unis_:_Barack_Obama_%C3%A0_l%E2%80%99assaut_de_la_Maison_Blanche_apr%C3%A8s_son_investiture",1,9666
"69","20081104","150000","fr.n","Barack_Obama_f%C3%AAte_Halloween_avec_ses_deux_filles",1,18988
"70","20081104","150000","fr.n","Barack_Obama_remporte_la_primaire_d%C3%A9mocrate_de_Caroline_du_Sud",2,19805
"71","20081104","150000","fr.n","Cat%C3%A9gorie:Barack_Obama",4,18425
"72","20081104","150000","fr.n","Deuxi%C3%A8me_d%C3%A9bat_t%C3%A9l%C3%A9vis%C3%A9_entre_Barack_Obama_et_John_McCain",2,19980
"73","20081104","150000","fr.n","Special:Suivi_des_liens/Barack_Obama_f%C3%AAte_Halloween_avec_ses_deux_filles",1,5492
"74","20081104","150000","he","%D7%AA%D7%9E%D7%95%D7%A0%D7%94:Barack_Obama.jpg",28,391623
"75","20081104","230000","de.n","Bild:Sen._Barack_Obama_smiles.jpg",1,25539
"76","20081104","230000","de.n","Diskussion:Gro%C3%9Fmutter_von_Barack_Obama_verstorben",10,73744
"77","20081104","230000","de.n","Gro%C3%9Fmutter_von_Barack_Obama_verstorben",16,231133
"78","20081104","230000","de.n","John_McCain_%C3%BCbt_Kritik_an_Barack_Obamas_Deutschlandreise",1,9553
"79","20081104","230000","de.n","Spezial:%C3%84nderungen_an_verlinkten_Seiten/Diskussion:Barack_Obama_hat_die_Vorwahlen_in_Wyoming_gewonnen",1,5709
"80","20081104","230000","de.n","Spezial:%C3%84nderungen_an_verlinkten_Seiten/Gro%C3%9Fmutter_von_Barack_Obama_verstorben",2,23583
"81","20081104","230000","de.n","Spezial:Linkliste/Gro%C3%9Fmutter_von_Barack_Obama_verstorben",2,18647
"82","20081104","230000","de.n","US-Wahlkampf:_Ex-Au%C3%9Fenminister_Colin_Powell_unterst%C3%BCtzt_Barack_Obama",1,9289
"83","20081104","230000","en.s","Special:Whatlinkshere/Remarks_of_Senator_Barack_Obama_to_the_Hampton_University_Annual_Ministers'_Conference",1,1095
"84","20081104","230000","en.s","Statement_from_Barack_Obama_on_Darfur,_Sudan",2,13628
"85","20081104","040000","commons.m","Image:Rosa_DeLauro_at_Barack_Obama_rally,_February_4,_2008.jpg",1,11067
"86","20081104","040000","en","Republican_and_conservative_support_for_Barack_Obama_in_2008",9,219987
"87","20081104","040000","lt","Barack_Obama",1,10146
"88","20081104","110000","da","Diskussion:Barack_Obama",2,32918
"89","20081104","080000","da","Diskussion:Barack_Obama",2,6612
"90","20081104","070000","commons.m","Category:Barack_Obama",17,390588
"91","20081104","070000","en","United_States_Senate_career_of_Barack_Obama",16,1108357
"92","20081104","070000","pt.q","Barack_Obama",1,7426
"93","20081104","070000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama.jpg",1,10651
"94","20081104","060001","da","Barack_Obama",7,69189
"95","20081104","060001","en","Wikipedia:Featured_article_candidates/Barack_Obama",4,28849
"96","20081104","060001","en","Wikipedia:Featured_article_review/Barack_Obama/archive1",1,11061
"97","20081104","060001","en","Wikipedia:Featured_article_review/Barack_Obama/archive3",1,48807
"98","20081104","060001","nds","Barack_Obama",1,15778
"99","20081104","090000","fr","Image:Barack_Obama.jpg",53,632659
"100","20081104","090000","fr","Image:Barack_Obama_and_supporters_5,_February_4,_2008.jpg",16,181565
"101","20081104","020000","sh","Barack_Obama",2,30890
"102","20081104","210000","sv","Special:L%C3%A4nkar_hit/Bild:Barack_Obama_2008_Iraq_15.jpg",1,5368
"103","20081104","010000","en","Template:Barack_Obama",7,22959
"104","20081104","180001","en","Special:PrefixIndex/Barack_Obama_image",1,4873
"105","20081104","180001","hr","Barack_Obama",69,1091648
"106","20081104","160000","it.n","Categoria:Barack_Obama",7,45527
"107","20081104","160000","it.n","Primarie_democratiche_negli_USA:_Barack_Obama_si_proclama_vincitore",4,29430
"108","20081104","160000","it.q","Barack_Obama",16,174211
"109","20081104","200000","en","Special:WhatLinksHere/Barack_Obama",6,40495
"110","20081104","120001","en","Special:WhatLinksHere/List_of_Barack_Obama_presidential_campaign_endorsements,_2008",1,10612
"111","20081104","220000","ast","Barack_Obama",2,21396
"112","20081104","220000","hu","Vita:Barack_Obama",2,8016
"113","20081104","030000","en","Template_talk:Barack_Obama",2,104887
"114","20081104","150000","en","List_of_Barack_Obama_2008_presidential_campaign_endorsements",1,169215
"115","20081104","150000","en","List_of_Barack_Obama_presidential_campaign_endorsements",77,10858942
"116","20081104","150000","en","List_of_Barack_Obama_presidential_campaign_endorsements,_2008",81,9498685
"117","20081104","150000","en","List_of_Barack_Obama_presidential_campaign_endorsements_from_state,_local_and_territory_officials",1,60380
"118","20081104","150000","en","List_of_Barack_Obama_presidential_campaign_staff_members,_2008",33,826382
"119","20081104","230000","de.q","Barack_Obama",35,324255
"120","20081104","230000","en","Public_image_of_Barack_Obama",277,7932419
"121","20081104","040000","commons.m","Image:Sen._Barack_Obama_smiles.jpg",4,27189
"122","20081104","140000","en","Image:En-Barack_Obama-article1.ogg",3,42914
"123","20081104","080000","sq","Barack_Obama",6,55275
"124","20081104","080000","sq","Speciale:Eksporto/Barack_Obama",1,7066
"125","20081104","080000","sq","Speciale:Export/Barack_Obama",1,951
"126","20081104","080000","sq","special:export/Barack_Obama",1,955
"127","20081104","100000","en","Peores_Frases_De_Barack_Obama",1,6167
"128","20081104","020000","en","Republican_and_conservative_support_for_Barack_Obama_in_2008",28,660928
"129","20081104","020000","simple","Barack_Obama",11,140878
"130","20081104","210000","ceb","Barack_Obama",5,57450
"131","20081104","210000","ceb","Talk:Barack_Obama",1,5142
"132","20081104","210000","en","United_States_Senate_career_of_Barack_Obama",42,1815878
"133","20081104","210000","jv","Barack_Obama",24,731903
"134","20081104","210000","jv","Gambar:Barack_Obama.jpg",1,8694
"135","20081104","000001","en","Family_of_Barack_Obama",2175,87010029
"136","20081104","000001","en","Family_of_Barack_Obama%23Malia_Ann_and_Sasha_Obama",1,1020
"137","20081104","000001","it","Barack_Obama",393,17894033
"138","20081104","000001","pt","Imagem:Barack_Obama.jpg",13,108097
"139","20081104","170000","cy","Barack_Obama",7,123017
"140","20081104","170000","cy","Delwedd:Barack_Obama.jpg",1,8337
"141","20081104","160000","nl","Speciaal:RecenteWijzigingenGelinkt/Barack_Obama",1,59399
"142","20081104","200000","en","Image:En-Barack_Obama-article1.ogg",2,9705
"143","20081104","200000","en","Special:WhatLinksHere/Image:Barack_Obama.jpg",1,6897
"144","20081104","220000","nl","Afbeelding:Barack_Obama.jpg",32,328250
"145","20081104","220000","nl","Afbeelding:Barack_Obama_at_NH.jpg",1,10003
"146","20081104","030000","en","Image:Michelle,_Oprah_Winfrey_and_Barack_Obama.jpg",69,788024
"147","20081104","150000","pt","Barack_Obama",488,16068737
"148","20081104","150000","pt","Barack_Obama,_Sr.",4,80045
"149","20081104","150000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama.jpg",2,21297
"150","20081104","150000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_and_supporters,_February_4,_2008.jpg",1,12795
"151","20081104","150000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama_signature.svg",1,10073
"152","20081104","230000","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama.jpg",2,21358
"153","20081104","230000","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama_at_NH.jpg",2,22649
"154","20081104","230000","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama_signature.svg",2,20283
"155","20081104","040000","fi","Barack_Obama",12,362562
"156","20081104","040000","meta.m","Barack_Obama",1,0
"157","20081104","040000","war","Barack_Obama",1,9362
"158","20081104","110000","ku","Barack_Obama",2,17280
"159","20081104","070000","ksh","Barack_Obama",2,49922
"160","20081104","090000","en","Electoral_history_of_Barack_Obama",4,79444
"161","20081104","090000","en","Special:Export/Newspaper_endorsements_in_the_United_States_presidential_election,_2008,_for_Barack_Obama",1,413491
"162","20081104","210000","commons.m","Barack_Obama",50,632988
"163","20081104","210000","commons.m","Barack_Obama.jpg",1,13418
"164","20081104","210000","hr","Barack_Obama",65,1029164
"165","20081104","010000","en","Template_talk:Barack_Obama",3,48090
"166","20081104","010000","sw","Barack_Obama",1,32929
"167","20081104","000001","yo","Barack_Obama",5,63442
"168","20081104","180001","de","Bild:Barack_Obama.jpg",5,46485
"169","20081104","180001","de","Bild:Barack_Obama_in_Berlin.jpg",1,8283
"170","20081104","180001","en","Special:RecentChangesLinked/Barack_Obama",3,36443
"171","20081104","180001","pl","Barack_Obama",850,52783474
"172","20081104","170000","tl","Barack_Obama",2,21271
"173","20081104","170000","tl","Larawan:Barack_Obama.jpg",1,28308
"174","20081104","170000","tl","Natatangi:RecentChangesLinked/Barack_Obama",1,21780
"175","20081104","170000","tl","Natatangi:WhatLinksHere/Barack_Obama",1,19549
"176","20081104","160000","nl","Speciaal:VerwijzingenNaarHier/Barack_Obama",1,31134
"177","20081104","120001","en","Special:Whatlinkshere/Barack_Obama",1,978
"178","20081104","220000","id","Barack_Obama",23,984909
"179","20081104","230000","de.s","en:Remarks_of_Senator_Barack_Obama_on_New_Hampshire_Primary_Night",3,3702
"180","20081104","230000","en.s","special:search/Barack_Obama",1,1018
"181","20081104","230000","en.v","Special:Search/Barack_Obama.jpg",1,16825
"182","20081104","230000","en","United_States_Senate_career_of_Barack_Obama",41,2658288
"183","20081104","040000","commons.m","Image:Ted_Kennedy_at_Barack_Obama_rally_2,_February_4,_2008.jpg",1,11151
"184","20081104","040000","wuu","Barack_Obama",1,9391
"185","20081104","110000","lb","Barack_Obama",2,35923
"186","20081104","080000","it","special:export/Barack_Obama",1,943
"187","20081104","070000","en","Public_image_of_Barack_Obama",171,5374599
"188","20081104","070000","ku","Barack_Obama",1,27126
"189","20081104","060001","en","Senator_Barack_Obama",3,314268
"190","20081104","100000","en","Category:Barack_Obama",11,191520
"191","20081104","100000","en","Category:Books_by_Barack_Obama",4,44232
"192","20081104","130000","is","Barack_Obama",3,67436
"193","20081104","000001","lt","Barack_Obama",3,30573
"194","20081104","000001","zh-min-nan","Barack_Obama",1,8905
"195","20081104","000001","zh-yue","Image:Barack_Obama.jpg",2,17104
"196","20081104","180001","en.b","Special:Search/Barack_Obama",2,13869
"197","20081104","170000","da","Barack_Obama",106,1903523
"198","20081104","170000","da","Billede:Barack_Obama.jpg",2,16870
"199","20081104","170000","mk","%D0%A1%D0%BB%D0%B8%D0%BA%D0%B0:Barack_Obama.jpg",1,9996
"200","20081104","170000","mk","%D0%A1%D0%BB%D0%B8%D0%BA%D0%B0:Barack_Obama_signature.svg",1,9748
"201","20081104","160000","cs","Soubor:Barack_Obama.jpg",1,8754
"202","20081104","160000","cs","Soubor:Barack_Obama_in_New_Hampshire.jpg",2,20198
"203","20081104","160000","cs","Soubor:Barack_Obama_signature.svg",2,17684
"204","20081104","160000","ro","Barack_Obama",66,2098805
"205","20081104","200000","de.n","Barack_Obama_hat_die_Vorwahlen_in_Wyoming_gewonnen",1,476
"206","20081104","200000","de.n","Barack_Obama_offiziell_best%C3%A4tigt",1,6705
"207","20081104","200000","de.n","John_McCain_%C3%BCbt_Kritik_an_Barack_Obamas_Deutschlandreise",1,9550
"208","20081104","200000","de.n","Kategorie:Barack_Obama",1,7302
"209","20081104","120001","en","Family_of_Barack_Obama",620,32740014
"210","20081104","120001","pt.q","Barack_Obama",4,67076
"211","20081104","220000","et","Barack_Obama",8,65967
"212","20081104","030000","af","Barack_Obama",3,29511
"213","20081104","150000","hr","Barack_Obama",40,979629
"214","20081104","230000","en","#column-one/wiki/Encyclopedia/wiki/Barack_Obama",1,1113
"215","20081104","230000","en","#column-one/wiki/Encyclopedia/wiki/Image:Barack_Obama.jpg",1,1104
"216","20081104","230000","nl","Overleg:Barack_Obama",2,17360
"217","20081104","040000","en","Family_of_Barack_Obama",1447,51392515
"218","20081104","110000","pt","Imagem:Barack_Obama.jpg",11,137045
"219","20081104","080000","fr","Discuter:Barack_Obama",4,83691
"220","20081104","080000","sr","%D0%A1%D0%BB%D0%B8%D0%BA%D0%B0:Barack_Obama.jpg",1,8828
"221","20081104","060001","fr","Image:Barack_Obama.jpg",4,35785
"222","20081104","060001","fr","Image:Barack_Obama_and_supporters_5,_February_4,_2008.jpg",4,72777
"223","20081104","060001","zh","Barack_Obama",19,1301355
"224","20081104","090000","en.n","Barack_Obama",10,258938
"225","20081104","090000","en.n","Barack_Obama_accepts_US_presidential_nomination_from_the_Democratic_Party",1,10717
"226","20081104","090000","en.n","Barack_Obama_chooses_Senator_Joe_Biden_as_his_Vice_Presidential_running_mate_for_2008",1,41891
"227","20081104","090000","en.n","Barack_Obama_wins_Democrats_Abroad_primary",1,10673
"228","20081104","090000","en.n","Category:Barack_Obama",1,11970
"229","20081104","090000","en.n","Comments:Grandmother_of_Barack_Obama_dies_at_86",2,17357
"230","20081104","090000","en.n","Grandmother_of_Barack_Obama_dies_at_86",106,1497458
"231","20081104","090000","en.n","No_assassination_plot_against_US_presidential_candidate_Barack_Obama",1,31288
"232","20081104","100000","fa","%D8%AA%D8%B5%D9%88%DB%8C%D8%B1:Barack_Obama.jpg",1,8531
"233","20081104","020000","sk","Barack_Obama",2,28722
"234","20081104","190000","en","Barack_Obama",37628,4612686531
"235","20081104","190000","en","Barack_Obama%27s_grandmother",1,6000
"236","20081104","190000","en","Barack_Obama%2C_Sr.",33,759140
"237","20081104","190000","en","Barack_Obama,_Jr",5,896777
"238","20081104","190000","en","Barack_Obama,_Sr",10,115822
"239","20081104","190000","en","Barack_Obama,_Sr.",2273,42260012
"240","20081104","190000","en","Barack_Obama.",2,208798
"241","20081104","190000","en","Barack_Obama.jpg",3,54607
"242","20081104","190000","en","Barack_Obama/",4,24036
"243","20081104","190000","en","Barack_Obama/college",1,5959
"244","20081104","190000","en","Barack_Obama/espanic",1,18290
"245","20081104","190000","en","Barack_Obama/espanol",1,18290
"246","20081104","190000","en","Barack_Obama3",1,5941
"247","20081104","190000","en","Barack_ObamaFurther_reading",1,5971
"248","20081104","190000","en","Barack_Obama_(disambiguation)",3,18314
"249","20081104","190000","en","Barack_Obama_2008_presidential_campaign",6,186614
"250","20081104","190000","en","Barack_Obama_Baptism",1,6243
"251","20081104","190000","en","Barack_Obama_Democratic_Party_primary_presidential_campaign,_2008",1,122942
"252","20081104","190000","en","Barack_Obama_Jr.",1,104387
"253","20081104","190000","en","Barack_Obama_Muslim_rumor",14,2390507
"254","20081104","190000","en","Barack_Obama_Presidential_Library",1,104408
"255","20081104","190000","en","Barack_Obama_Senior",1,16385
"256","20081104","190000","en","Barack_Obama_Sr",2,32610
"257","20081104","190000","en","Barack_Obama_Sr.",494,10361473
"258","20081104","190000","en","Barack_Obama_caucus_and_primary_campaign",1,6290
"259","20081104","190000","en","Barack_Obama_drug_controversy",9,1774053
"260","20081104","190000","en","Barack_Obama_endorsements",9,1337042
"261","20081104","190000","en","Barack_Obama_logo",1,37237
"262","20081104","190000","en","Barack_Obama_or_Thomas_Hunter",1,5977
"263","20081104","190000","en","Barack_Obama_presidential_campaign",2,74408
"264","20081104","190000","en","Barack_Obama_presidential_campaign%2C_2008",6,219732
"265","20081104","190000","en","Barack_Obama_presidential_campaign,_2004",1,6199
"266","20081104","190000","en","Barack_Obama_presidential_campaign,_2008",746,31885030
"267","20081104","190000","en","Barack_Obama_presidential_primary_campaign,_2008",165,22348222
"268","20081104","190000","en","Barack_Obamawiki/",1,6133
"269","20081104","190000","et","Barack_Obama",11,114399
"270","20081104","210000","commons.m","Category:Barack_Obama",17,217743
"271","20081104","180001","en.b","ta:Special:Search/Barack_Obama",1,951
"272","20081104","180001","en","Image:En-Barack_Obama-article1.ogg",5,43326
"273","20081104","180001","hr","Slika:Barack_Obama.jpg",3,23805
"274","20081104","180001","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama.jpg",4,42607
"275","20081104","180001","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama_at_NH.jpg",7,102726
"276","20081104","180001","ru","%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5:Barack_Obama_signature.svg",3,30423
"277","20081104","170000","da","Diskussion:Barack_Obama",2,12759
"278","20081104","170000","en","Talk:Barack_Obama",312,26065172
"279","20081104","170000","en","Talk:Barack_Obama,_Sr.",1,23619
"280","20081104","170000","en","Talk:Barack_Obama/Archive_38",1,239962
"281","20081104","170000","en","Talk:Barack_Obama/Archive_39",3,531267
"282","20081104","170000","en","Talk:Barack_Obama/Archive_7",1,104347
"283","20081104","170000","en","Talk:Barack_Obama/Archive_index",1,49162
"284","20081104","170000","en","Talk:Barack_Obama/Article_probation",12,340977
"285","20081104","170000","en","Talk:Barack_Obama_presidential_campaign,_2008",2,192637
"286","20081104","170000","ms","Barack_Obama",5,83053
"287","20081104","170000","tr.n","Barack_Obama",2,54164
"288","20081104","160000","fr","Barack_Obama",3581,184189771
"289","20081104","160000","ro","Discu%C5%A3ie:Barack_Obama",1,15944
"290","20081104","200000","de.n","US-Wahlkampf:_Ex-Au%C3%9Fenminister_Colin_Powell_unterst%C3%BCtzt_Barack_Obama",2,18578
"291","20081104","200000","de.q","Barack_Obama",40,362838
"292","20081104","120001","en.n","Barack_Obama",7,138099
"293","20081104","120001","en.n","Barack_Obama_sweeps_three_state_Democratic_contests",1,10767
"294","20081104","120001","en.n","Category:Barack_Obama",2,52012
"295","20081104","120001","en.n","Comments:Grandmother_of_Barack_Obama_dies_at_86",6,91230
"296","20081104","220000","bg","%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B0:Barack_Obama.jpg",1,9422
"297","20081104","150000","commons.m","Image:Michelle,_Oprah_Winfrey_and_Barack_Obama.jpg",1,9432
"298","20081104","150000","en","List_of_Nobel_laureates_who_endorse_Barack_Obama",5,1356874
"299","20081104","040000","fi","Kuva:Barack_Obama_at_Las_Vegas_Presidential_Forum.jpg",1,9264
"300","20081104","040000","fi","Kuva:Barack_Obama_in_New_Hampshire.jpg",1,9696
"301","20081104","040000","fi","Kuva:Barack_Obama_signature.svg",1,8391
"302","20081104","040000","ro","Barack_Obama",3,43147
"303","20081104","040000","www","Barack_Obama",1,730
"304","20081104","070000","lb","Barack_Obama",2,35723
"305","20081104","070000","tl","Barack_Obama",6,78162
"306","20081104","090000","en.n","US_candidate_Barack_Obama_announces_Joe_Biden_as_his_running_mate_via_text_message",2,25314
"307","20081104","090000","es.n","Detenidos_dos_neonazis_que_pretend%C3%ADan_matar_a_Barack_Obama",1,8146
"308","20081104","090000","es.q","Barack_Obama",4,58080
"309","20081104","100000","ja","tl:Barack_Obama",1,978
"310","20081104","020000","ceb","Barack_Obama",2,18188
"311","20081104","210000","en","Republican_and_conservative_support_for_Barack_Obama_in_2008",17,363110
"312","20081104","210000","sw","Barack_Obama",1,10548
"313","20081104","010000","th","%E0%B8%A0%E0%B8%B2%E0%B8%9E:Barack_Obama.jpg",1,10641
"314","20081104","130000","it.n","Barack_Obama_e_John_McCain_vincono_le_%22primarie_del_Potomac%22",2,14718
"315","20081104","130000","it.n","Categoria:Barack_Obama",14,56848
"316","20081104","130000","it.n","Speciale:PuntanoQui/Categoria:Barack_Obama",1,5060
"317","20081104","170000","mt","Barack_Obama",9,34668
"318","20081104","170000","tr","%C3%96zel:%C4%B0lgiliDe%C4%9Fi%C5%9Fiklikler/Barack_Obama",1,57093
"319","20081104","170000","tr","%C3%96zel:VerilenBa%C4%9Flant%C4%B1lar/Barack_Obama",1,29048
"320","20081104","160000","es","Barack_Obama",3073,240492832
"321","20081104","160000","es","Barack_Obama,_Sr.",78,559124
"322","20081104","200000","en","Special:Whatlinkshere/Barack_Obama",1,966
"323","20081104","120001","en.n","Grandmother_of_Barack_Obama_dies_at_86",116,1676398
"324","20081104","120001","en.n","Jesse_Jackson_apologizes_for_comment_about_Barack_Obama",1,9692
"325","20081104","120001","en.n","Special:Search/Barack_Obama",2,2149
"326","20081104","120001","en.n","Staffs_for_US_presidential_candidates_John_McCain_and_Barack_Obama_caught_making_questionable_edits_to_Wikipedia",1,44573
"327","20081104","120001","en.n","Talk:Grandmother_of_Barack_Obama_dies_at_86",2,15537
"328","20081104","120001","en.n","US_candidate_Barack_Obama_announces_Joe_Biden_as_his_running_mate_via_text_message",2,25497
"329","20081104","120001","en.n","Wikinews:Story_preparation/Barack_Obama_wins_U.S._Presidency",1,9024
"330","20081104","120001","jv","Barack_Obama",11,388611
"331","20081104","030000","en","The_Case_Against_Barack_Obama",5,62977
"332","20081104","150000","hr","Posebno:%C5%A0to_vodi_ovamo/Barack_Obama",1,19135
"333","20081104","150000","hr","Posebno:Povezane_promjene/Barack_Obama",1,16713
"334","20081104","230000","en","Early_life_and_career_of_Barack_Obama",352,15677239
"335","20081104","230000","en","Ireland_and_Barack_Obama",1,5949
"336","20081104","040000","en","Feed_and_Kos_and_Barack_Obama_and_Advent",1,6002
"337","20081104","140000","en","Category:Barack_Obama",14,243981
"338","20081104","140000","en","Category:Books_about_Barack_Obama",3,28116
"339","20081104","110000","da","Speciel:Hvad_linker_hertil/Barack_Obama",1,23679
"340","20081104","110000","da","Speciel:Relaterede_%C3%A6ndringer/Barack_Obama",1,45658
